ELEM_KOD;TELEP_NEV;JARAS_NEV;MEGYE_NEV;REGIO_NEV;NAGYREGIO_NEV;VALUE;
1996;Mátraballa;Pétervásárai;Heves;Észak-Magyarország;Alföld és Észak;26;
1830;Tokaj;Tokaji;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;25;
1534;Fertőszentmiklós;Soproni;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;37;
1557;Nagykörű;Szolnoki;Jász-Nagykun-Szolnok;Észak-Alföld;Alföld és Észak;33;
1573;Kaposújlak;Kaposvári;Somogy;Dél-Dunántúl;Dunántúl;36;
1585;Lak;Edelényi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;12;
1587;Dunaszentpál;Győri;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;38;
1334;Gerényes;Hegyháti;Baranya;Dél-Dunántúl;Dunántúl;16;
1337;Kázsmárk;Szikszói;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;24;
1340;Ballószög;Kecskeméti;Bács-Kiskun;Dél-Alföld;Alföld és Észak;27;
1343;Nagykáta;Nagykátai;Pest;Pest;Közép-Magyarország;29;
1349;Erzsébet;Pécsváradi;Baranya;Dél-Dunántúl;Dunántúl;32;
1356;Gosztola;Lenti;Zala;Nyugat-Dunántúl;Dunántúl;31;
1685;Pórszombat;Lenti;Zala;Nyugat-Dunántúl;Dunántúl;39;
1590;Nágocs;Tabi;Somogy;Dél-Dunántúl;Dunántúl;27;
1464;Márkháza;Salgótarjáni;Nógrád;Észak-Magyarország;Alföld és Észak;22;
1499;Hegyháthodász;Körmendi;Vas;Nyugat-Dunántúl;Dunántúl;29;
1539;Pirtó;Kiskunhalasi;Bács-Kiskun;Dél-Alföld;Alföld és Észak;34;
1501;Tápióbicske;Nagykátai;Pest;Pest;Közép-Magyarország;31;
1507;Szabadszentkirály;Szentlőrinci;Baranya;Dél-Dunántúl;Dunántúl;33;
1508;Hetyefő;Sümegi;Veszprém;Közép-Dunántúl;Dunántúl;30;
1623;Tiszaderzs;Tiszafüredi;Jász-Nagykun-Szolnok;Észak-Alföld;Alföld és Észak;37;
1625;Lad;Barcsi;Somogy;Dél-Dunántúl;Dunántúl;24;
1627;Ordas;Kalocsai;Bács-Kiskun;Dél-Alföld;Alföld és Észak;37;
1629;Uszód;Kalocsai;Bács-Kiskun;Dél-Alföld;Alföld és Észak;33;
1631;Völcsej;Soproni;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;36;
1636;Kisvásárhely;Zalaszentgróti;Zala;Nyugat-Dunántúl;Dunántúl;56;
1637;Csávoly;Bajai;Bács-Kiskun;Dél-Alföld;Alföld és Észak;34;
1638;Tótszentmárton;Letenyei;Zala;Nyugat-Dunántúl;Dunántúl;25;
0894;Körösszegapáti;Berettyóújfalui;Hajdú-Bihar;Észak-Alföld;Alföld és Észak;27;
1758;Jármi;Mátészalkai;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;33;
0428;Kispirit;Devecseri;Veszprém;Közép-Dunántúl;Dunántúl;37;
2197;Tápszentmiklós;Pannonhalmi;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;36;
0827;Cák;Kőszegi;Vas;Nyugat-Dunántúl;Dunántúl;52;
1974;Olaszfa;Vasvári;Vas;Nyugat-Dunántúl;Dunántúl;33;
1103;Tolnanémedi;Tamási;Tolna;Dél-Dunántúl;Dunántúl;29;
1290;Köröstarcsa;Békési;Békés;Dél-Alföld;Alföld és Észak;33;
3029;Tiszatardos;Tokaji;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;19;
2977;Gősfa;Zalaegerszegi;Zala;Nyugat-Dunántúl;Dunántúl;34;
1252;Ságújfalu;Salgótarjáni;Nógrád;Észak-Magyarország;Alföld és Észak;21;
2078;Simontornya;Tamási;Tolna;Dél-Dunántúl;Dunántúl;31;
2079;Und;Soproni;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;36;
2081;Sárszentlőrinc;Paksi;Tolna;Dél-Dunántúl;Dunántúl;31;
2082;Zánka;Balatonfüredi;Veszprém;Közép-Dunántúl;Dunántúl;63;
2083;Orbányosfa;Zalaegerszegi;Zala;Nyugat-Dunántúl;Dunántúl;37;
2090;Mike;Kaposvári;Somogy;Dél-Dunántúl;Dunántúl;29;
2091;Nagyér;Makói;Csongrád-Csanád;Dél-Alföld;Alföld és Észak;27;
2093;Szakonyfalu;Szentgotthárdi;Vas;Nyugat-Dunántúl;Dunántúl;31;
1393;Porrogszentkirály;Csurgói;Somogy;Dél-Dunántúl;Dunántúl;26;
1394;Hévízgyörk;Aszódi;Pest;Pest;Közép-Magyarország;24;
1395;Ják;Szombathelyi;Vas;Nyugat-Dunántúl;Dunántúl;34;
1397;Tiszakarád;Cigándi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;20;
1398;Felsőmocsolád;Kaposvári;Somogy;Dél-Dunántúl;Dunántúl;26;
1402;Lukácsháza;Kőszegi;Vas;Nyugat-Dunántúl;Dunántúl;38;
2642;Vép;Szombathelyi;Vas;Nyugat-Dunántúl;Dunántúl;36;
1178;Zalakaros;Nagykanizsai;Zala;Nyugat-Dunántúl;Dunántúl;42;
1181;Kurityán;Kazincbarcikai;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;27;
1182;Porrog;Csurgói;Somogy;Dél-Dunántúl;Dunántúl;20;
1185;Pápakovácsi;Pápai;Veszprém;Közép-Dunántúl;Dunántúl;30;
1187;Mezőhegyes;Mezőkovácsházai;Békés;Dél-Alföld;Alföld és Észak;40;
1197;Bikács;Paksi;Tolna;Dél-Dunántúl;Dunántúl;30;
2712;Galgamácsa;Aszódi;Pest;Pest;Közép-Magyarország;33;
2713;Mencshely;Veszprémi;Veszprém;Közép-Dunántúl;Dunántúl;78;
2716;Nagypeterd;Szigetvári;Baranya;Dél-Dunántúl;Dunántúl;27;
2720;Zalagyömörő;Sümegi;Veszprém;Közép-Dunántúl;Dunántúl;27;
2721;Ostoros;Egri;Heves;Észak-Magyarország;Alföld és Észak;41;
2723;Bácsborsód;Bácsalmási;Bács-Kiskun;Dél-Alföld;Alföld és Észak;33;
2726;Tisztaberek;Fehérgyarmati;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;21;
2727;Csömend;Marcali;Somogy;Dél-Dunántúl;Dunántúl;29;
0811;Kórós;Sellyei;Baranya;Dél-Dunántúl;Dunántúl;19;
0837;Jászszentlászló;Kiskunmajsai;Bács-Kiskun;Dél-Alföld;Alföld és Észak;31;
0861;Szentliszló;Letenyei;Zala;Nyugat-Dunántúl;Dunántúl;27;
0869;Bácsszentgyörgy;Bajai;Bács-Kiskun;Dél-Alföld;Alföld és Észak;25;
0794;Viszák;Körmendi;Vas;Nyugat-Dunántúl;Dunántúl;34;
1448;Máriakéménd;Bólyi;Baranya;Dél-Dunántúl;Dunántúl;28;
1479;Rábakecöl;Kapuvári;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;41;
2272;Alsóújlak;Vasvári;Vas;Nyugat-Dunántúl;Dunántúl;33;
2509;Bénye;Monori;Pest;Pest;Közép-Magyarország;36;
3409;Móricgát;Kiskunmajsai;Bács-Kiskun;Dél-Alföld;Alföld és Észak;10;
1931;Ősagárd;Rétsági;Nógrád;Észak-Magyarország;Alföld és Észak;29;
1961;Iharos;Csurgói;Somogy;Dél-Dunántúl;Dunántúl;29;
1938;Tiszaladány;Tokaji;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;20;
1969;Tetétlen;Püspökladányi;Hajdú-Bihar;Észak-Alföld;Alföld és Észak;32;
1995;Biharkeresztes;Berettyóújfalui;Hajdú-Bihar;Észak-Alföld;Alföld és Észak;26;
1898;Fadd;Tolnai;Tolna;Dél-Dunántúl;Dunántúl;33;
1924;Tésa;Szobi;Pest;Pest;Közép-Magyarország;90;
2632;Nyugotszenterzsébet;Szigetvári;Baranya;Dél-Dunántúl;Dunántúl;22;
2967;Beret;Encsi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;13;
2999;Zalaerdőd;Sümegi;Veszprém;Közép-Dunántúl;Dunántúl;33;
3007;Vatta;Mezőkövesdi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;26;
3049;Mekényes;Hegyháti;Baranya;Dél-Dunántúl;Dunántúl;25;
2936;Csömödér;Lenti;Zala;Nyugat-Dunántúl;Dunántúl;24;
2976;Pettend;Szigetvári;Baranya;Dél-Dunántúl;Dunántúl;10;
3025;Borzavár;Zirci;Veszprém;Közép-Dunántúl;Dunántúl;31;
3032;Mezőkovácsháza;Mezőkovácsházai;Békés;Dél-Alföld;Alföld és Észak;31;
3033;Vácegres;Aszódi;Pest;Pest;Közép-Magyarország;31;
3034;Sajószöged;Tiszaújvárosi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;34;
3035;Gyulaj;Dombóvári;Tolna;Dél-Dunántúl;Dunántúl;22;
3038;Tiszakürt;Kunszentmártoni;Jász-Nagykun-Szolnok;Észak-Alföld;Alföld és Észak;24;
3044;Tibolddaróc;Mezőkövesdi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;31;
0834;Okorvölgy;Szentlőrinci;Baranya;Dél-Dunántúl;Dunántúl;19;
0865;Kisszentmárton;Sellyei;Baranya;Dél-Dunántúl;Dunántúl;30;
0764;Harka;Soproni;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;49;
0678;Kemse;Sellyei;Baranya;Dél-Dunántúl;Dunántúl;10;
0684;Sóskút;Érdi;Pest;Pest;Közép-Magyarország;32;
0693;Vállaj;Mátészalkai;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;26;
0778;Döbröce;Zalaszentgróti;Zala;Nyugat-Dunántúl;Dunántúl;29;
0654;Vindornyalak;Keszthelyi;Zala;Nyugat-Dunántúl;Dunántúl;37;
0751;Domoszló;Gyöngyösi;Heves;Észak-Magyarország;Alföld és Észak;32;
0686;Adorjás;Sellyei;Baranya;Dél-Dunántúl;Dunántúl;22;
1737;Aba;Székesfehérvári;Fejér;Közép-Dunántúl;Dunántúl;32;
1791;Felsőnyék;Tamási;Tolna;Dél-Dunántúl;Dunántúl;36;
1740;Zalaapáti;Keszthelyi;Zala;Nyugat-Dunántúl;Dunántúl;27;
2255;Onga;Miskolci;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;22;
2137;Kisbucsa;Zalaegerszegi;Zala;Nyugat-Dunántúl;Dunántúl;35;
2138;Püspökhatvan;Váci;Pest;Pest;Közép-Magyarország;31;
2304;Szécsénke;Balassagyarmati;Nógrád;Észak-Magyarország;Alföld és Észak;31;
2305;Nyárlőrinc;Kecskeméti;Bács-Kiskun;Dél-Alföld;Alföld és Észak;28;
1821;Soltszentimre;Kiskőrösi;Bács-Kiskun;Dél-Alföld;Alföld és Észak;27;
1780;Újszilvás;Ceglédi;Pest;Pest;Közép-Magyarország;32;
1814;Kötcse;Siófoki;Somogy;Dél-Dunántúl;Dunántúl;38;
1753;Gyöngyöshalász;Gyöngyösi;Heves;Észak-Magyarország;Alföld és Észak;33;
1854;Somogyszob;Nagyatádi;Somogy;Dél-Dunántúl;Dunántúl;29;
1744;Kelevíz;Marcali;Somogy;Dél-Dunántúl;Dunántúl;26;
2095;Belsősárd;Lenti;Zala;Nyugat-Dunántúl;Dunántúl;22;
2121;Karcsa;Cigándi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;22;
2086;Sárok;Mohácsi;Baranya;Dél-Dunántúl;Dunántúl;28;
2096;Gibárt;Gönci;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;22;
2035;Előszállás;Dunaújvárosi;Fejér;Közép-Dunántúl;Dunántúl;29;
2052;Tass;Kunszentmiklósi;Bács-Kiskun;Dél-Alföld;Alföld és Észak;33;
2123;Homrogd;Szikszói;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;21;
1693;Orgovány;Kecskeméti;Bács-Kiskun;Dél-Alföld;Alföld és Észak;25;
1695;Tornyospálca;Kisvárdai;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;26;
1714;Kenderes;Karcagi;Jász-Nagykun-Szolnok;Észak-Alföld;Alföld és Észak;30;
1720;Nyíregyháza;Nyíregyházi;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;38;
1721;Porcsalma;Csengeri;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;24;
1727;Juta;Kaposvári;Somogy;Dél-Dunántúl;Dunántúl;37;
1731;Százhalombatta;Érdi;Pest;Pest;Közép-Magyarország;42;
2135;Szikszó;Szikszói;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;25;
2142;Szomor;Tatabányai;Komárom-Esztergom;Közép-Dunántúl;Dunántúl;36;
2145;Szada;Gödöllői;Pest;Pest;Közép-Magyarország;48;
2151;Pécsbagota;Szentlőrinci;Baranya;Dél-Dunántúl;Dunántúl;22;
2155;Mindszent;Hódmezővásárhelyi;Csongrád-Csanád;Dél-Alföld;Alföld és Észak;36;
2157;Rétközberencs;Kisvárdai;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;25;
2171;Sülysáp;Nagykátai;Pest;Pest;Közép-Magyarország;34;
2174;Tarcal;Tokaji;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;24;
1945;Kutasó;Pásztói;Nógrád;Észak-Magyarország;Alföld és Észak;41;
1948;Csehi;Vasvári;Vas;Nyugat-Dunántúl;Dunántúl;37;
1950;Galgahévíz;Aszódi;Pest;Pest;Közép-Magyarország;31;
1952;Szőce;Körmendi;Vas;Nyugat-Dunántúl;Dunántúl;49;
1953;Szakmár;Kalocsai;Bács-Kiskun;Dél-Alföld;Alföld és Észak;33;
1090;Garadna;Encsi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;26;
1094;Nagykozár;Pécsi;Baranya;Dél-Dunántúl;Dunántúl;37;
1099;Kerékteleki;Kisbéri;Komárom-Esztergom;Közép-Dunántúl;Dunántúl;27;
1106;Röjtökmuzsaj;Soproni;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;36;
1108;Cún;Siklósi;Baranya;Dél-Dunántúl;Dunántúl;26;
1112;Olcsva;Vásárosnaményi;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;29;
1114;Kisrákos;Körmendi;Vas;Nyugat-Dunántúl;Dunántúl;37;
1116;Szentpéterúr;Zalaegerszegi;Zala;Nyugat-Dunántúl;Dunántúl;21;
2127;Prügy;Szerencsi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;25;
2101;Molnári;Letenyei;Zala;Nyugat-Dunántúl;Dunántúl;23;
2102;Hegyszentmárton;Sellyei;Baranya;Dél-Dunántúl;Dunántúl;33;
2009;Törökkoppány;Tabi;Somogy;Dél-Dunántúl;Dunántúl;27;
2084;Lácacséke;Cigándi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;12;
0699;Kővágótöttös;Pécsi;Baranya;Dél-Dunántúl;Dunántúl;30;
0701;Páprád;Sellyei;Baranya;Dél-Dunántúl;Dunántúl;24;
2480;Söpte;Szombathelyi;Vas;Nyugat-Dunántúl;Dunántúl;37;
2495;Vásárosbéc;Szigetvári;Baranya;Dél-Dunántúl;Dunántúl;24;
2513;Esztergom;Esztergomi;Komárom-Esztergom;Közép-Dunántúl;Dunántúl;34;
2539;Igrici;Mezőcsáti;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;17;
2423;Erdőtelek;Hevesi;Heves;Észak-Magyarország;Alföld és Észak;25;
2460;Szuhogy;Edelényi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;20;
2453;Orci;Kaposvári;Somogy;Dél-Dunántúl;Dunántúl;33;
2406;Ősi;Várpalotai;Veszprém;Közép-Dunántúl;Dunántúl;28;
2416;Hernádkak;Miskolci;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;24;
2450;Nemesbőd;Szombathelyi;Vas;Nyugat-Dunántúl;Dunántúl;34;
2425;Mikóháza;Sátoraljaújhelyi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;31;
2427;Pakod;Zalaszentgróti;Zala;Nyugat-Dunántúl;Dunántúl;26;
2433;Mátraszele;Salgótarjáni;Nógrád;Észak-Magyarország;Alföld és Észak;26;
2454;Tiszaalpár;Tiszakécskei;Bács-Kiskun;Dél-Alföld;Alföld és Észak;33;
2456;Tamási;Tamási;Tolna;Dél-Dunántúl;Dunántúl;35;
2475;Egerszalók;Egri;Heves;Észak-Magyarország;Alföld és Észak;35;
2777;Óhíd;Zalaszentgróti;Zala;Nyugat-Dunántúl;Dunántúl;27;
2780;Mátételke;Bácsalmási;Bács-Kiskun;Dél-Alföld;Alföld és Észak;35;
2781;Homokbödöge;Pápai;Veszprém;Közép-Dunántúl;Dunántúl;35;
1664;Fegyvernek;Törökszentmiklósi;Jász-Nagykun-Szolnok;Észak-Alföld;Alföld és Észak;30;
1665;Vászoly;Balatonfüredi;Veszprém;Közép-Dunántúl;Dunántúl;55;
1666;Kölcse;Fehérgyarmati;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;28;
1668;Káloz;Székesfehérvári;Fejér;Közép-Dunántúl;Dunántúl;29;
1669;Szőc;Ajkai;Veszprém;Közép-Dunántúl;Dunántúl;19;
1671;Gic;Pápai;Veszprém;Közép-Dunántúl;Dunántúl;33;
1672;Hedrehely;Kaposvári;Somogy;Dél-Dunántúl;Dunántúl;33;
1678;Hejőpapi;Mezőcsáti;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;15;
1485;Szabadi;Kaposvári;Somogy;Dél-Dunántúl;Dunántúl;37;
0863;Tiszapalkonya;Tiszaújvárosi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;32;
2150;Kálócfa;Lenti;Zala;Nyugat-Dunántúl;Dunántúl;33;
1754;Bocfölde;Zalaegerszegi;Zala;Nyugat-Dunántúl;Dunántúl;36;
1755;Mezőfalva;Dunaújvárosi;Fejér;Közép-Dunántúl;Dunántúl;33;
1756;Nemesvid;Marcali;Somogy;Dél-Dunántúl;Dunántúl;28;
1757;Lesencefalu;Tapolcai;Veszprém;Közép-Dunántúl;Dunántúl;36;
2113;Börzönce;Nagykanizsai;Zala;Nyugat-Dunántúl;Dunántúl;11;
3003;Drávaszerdahely;Siklósi;Baranya;Dél-Dunántúl;Dunántúl;37;
3028;Gyönk;Tamási;Tolna;Dél-Dunántúl;Dunántúl;25;
2981;Alsóvadász;Szikszói;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;19;
2965;Pat;Nagykanizsai;Zala;Nyugat-Dunántúl;Dunántúl;26;
2972;Tiszafüred;Tiszafüredi;Jász-Nagykun-Szolnok;Észak-Alföld;Alföld és Észak;41;
3053;Dóc;Szegedi;Csongrád-Csanád;Dél-Alföld;Alföld és Észak;34;
2940;Agyagosszergény;Kapuvári;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;30;
3061;Csarnóta;Siklósi;Baranya;Dél-Dunántúl;Dunántúl;33;
2989;Porpác;Sárvári;Vas;Nyugat-Dunántúl;Dunántúl;35;
0777;Dencsháza;Szigetvári;Baranya;Dél-Dunántúl;Dunántúl;29;
0707;Vázsnok;Hegyháti;Baranya;Dél-Dunántúl;Dunántúl;29;
0732;Debercsény;Balassagyarmati;Nógrád;Észak-Magyarország;Alföld és Észak;24;
0756;Garé;Siklósi;Baranya;Dél-Dunántúl;Dunántúl;28;
0668;Aka;Kisbéri;Komárom-Esztergom;Közép-Dunántúl;Dunántúl;40;
0700;Nagykarácsony;Dunaújvárosi;Fejér;Közép-Dunántúl;Dunántúl;36;
0714;Piliscsaba;Pilisvörösvári;Pest;Pest;Közép-Magyarország;42;
2982;Tököl;Szigetszentmiklósi;Pest;Pest;Közép-Magyarország;46;
3093;Nagykanizsa;Nagykanizsai;Zala;Nyugat-Dunántúl;Dunántúl;38;
3254;Nemesnádudvar;Bajai;Bács-Kiskun;Dél-Alföld;Alföld és Észak;31;
2246;Kisfüzes;Pétervásárai;Heves;Észak-Magyarország;Alföld és Észak;35;
2248;Verseg;Aszódi;Pest;Pest;Közép-Magyarország;32;
2205;Szabolcsbáka;Kisvárdai;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;28;
2047;Kaposvár;Kaposvári;Somogy;Dél-Dunántúl;Dunántúl;35;
2210;Jászárokszállás;Jászberényi;Jász-Nagykun-Szolnok;Észak-Alföld;Alföld és Észak;32;
2216;Szentistván;Mezőkövesdi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;29;
1752;Polgárdi;Székesfehérvári;Fejér;Közép-Dunántúl;Dunántúl;31;
1832;Vásárosnamény;Vásárosnaményi;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;34;
1834;Veresegyház;Gödöllői;Pest;Pest;Közép-Magyarország;49;
1840;Hegykő;Soproni;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;43;
1846;Berekböszörmény;Berettyóújfalui;Hajdú-Bihar;Észak-Alföld;Alföld és Észak;29;
1848;Mór;Móri;Fejér;Közép-Dunántúl;Dunántúl;38;
0238;Bercel;Balassagyarmati;Nógrád;Észak-Magyarország;Alföld és Észak;32;
0256;Döbrököz;Dombóvári;Tolna;Dél-Dunántúl;Dunántúl;31;
0258;Csesztreg;Lenti;Zala;Nyugat-Dunántúl;Dunántúl;34;
0931;Révleányvár;Cigándi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;24;
0941;Várdomb;Szekszárdi;Tolna;Dél-Dunántúl;Dunántúl;39;
0947;Nagyhegyes;Hajdúszoboszlói;Hajdú-Bihar;Észak-Alföld;Alföld és Észak;37;
0959;Tura;Aszódi;Pest;Pest;Közép-Magyarország;35;
0963;Görcsönydoboka;Mohácsi;Baranya;Dél-Dunántúl;Dunántúl;25;
0969;Halásztelek;Szigetszentmiklósi;Pest;Pest;Közép-Magyarország;42;
0974;Felsődobsza;Gönci;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;20;
0976;Békés;Békési;Békés;Dél-Alföld;Alföld és Észak;36;
0384;Bokor;Pásztói;Nógrád;Észak-Magyarország;Alföld és Észak;34;
0404;Tófű;Komlói;Baranya;Dél-Dunántúl;Dunántúl;24;
0410;Dusnok;Kalocsai;Bács-Kiskun;Dél-Alföld;Alföld és Észak;36;
0419;Köcsk;Celldömölki;Vas;Nyugat-Dunántúl;Dunántúl;43;
0420;Mezőgyán;Sarkadi;Békés;Dél-Alföld;Alföld és Észak;33;
0427;Kamut;Békési;Békés;Dél-Alföld;Alföld és Észak;37;
0449;Sényő;Nyíregyházi;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;33;
0251;Kocs;Tatai;Komárom-Esztergom;Közép-Dunántúl;Dunántúl;39;
0386;Kistormás;Szekszárdi;Tolna;Dél-Dunántúl;Dunántúl;24;
0395;Viszló;Edelényi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;9;
0416;Bödeháza;Lenti;Zala;Nyugat-Dunántúl;Dunántúl;58;
0439;Makád;Ráckevei;Pest;Pest;Közép-Magyarország;38;
0450;Szendehely;Rétsági;Nógrád;Észak-Magyarország;Alföld és Észak;31;
0204;Narda;Szombathelyi;Vas;Nyugat-Dunántúl;Dunántúl;40;
0223;Vág;Csornai;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;38;
0234;Kincsesbánya;Móri;Fejér;Közép-Dunántúl;Dunántúl;37;
0246;Hegymeg;Edelényi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;25;
0282;Abaújlak;Szikszói;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;21;
0310;Kétsoprony;Békéscsabai;Békés;Dél-Alföld;Alföld és Észak;23;
0315;Kistapolca;Siklósi;Baranya;Dél-Dunántúl;Dunántúl;37;
0320;Nyim;Siófoki;Somogy;Dél-Dunántúl;Dunántúl;38;
0220;Isztimér;Móri;Fejér;Közép-Dunántúl;Dunántúl;32;
0235;Újkígyós;Békéscsabai;Békés;Dél-Alföld;Alföld és Észak;34;
0261;Sopronnémeti;Csornai;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;32;
0305;Lickóvadamos;Zalaegerszegi;Zala;Nyugat-Dunántúl;Dunántúl;49;
2536;Dunabogdány;Szentendrei;Pest;Pest;Közép-Magyarország;45;
2486;Batyk;Zalaszentgróti;Zala;Nyugat-Dunántúl;Dunántúl;30;
2274;Nagycserkesz;Nyíregyházi;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;33;
2307;Horváthertelend;Szigetvári;Baranya;Dél-Dunántúl;Dunántúl;30;
0528;Örkény;Dabasi;Pest;Pest;Közép-Magyarország;35;
1614;Külsővat;Pápai;Veszprém;Közép-Dunántúl;Dunántúl;20;
1878;Szügy;Balassagyarmati;Nógrád;Észak-Magyarország;Alföld és Észak;26;
1839;Dány;Gödöllői;Pest;Pest;Közép-Magyarország;26;
3037;Tiszatarján;Mezőcsáti;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;21;
1298;Vilyvitány;Sátoraljaújhelyi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;28;
1655;Komlóska;Sárospataki;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;32;
1411;Bezedek;Mohácsi;Baranya;Dél-Dunántúl;Dunántúl;27;
0723;Zalaszentlászló;Zalaszentgróti;Zala;Nyugat-Dunántúl;Dunántúl;31;
0724;Apc;Hatvani;Heves;Észak-Magyarország;Alföld és Észak;28;
0725;Hosztót;Sümegi;Veszprém;Közép-Dunántúl;Dunántúl;35;
0727;Püspökmolnári;Vasvári;Vas;Nyugat-Dunántúl;Dunántúl;31;
0729;Bögöte;Sárvári;Vas;Nyugat-Dunántúl;Dunántúl;39;
0733;Aszófő;Balatonfüredi;Veszprém;Közép-Dunántúl;Dunántúl;55;
0736;Szárász;Komlói;Baranya;Dél-Dunántúl;Dunántúl;18;
0737;Balatonkeresztúr;Marcali;Somogy;Dél-Dunántúl;Dunántúl;56;
0739;Gerendás;Békéscsabai;Békés;Dél-Alföld;Alföld és Észak;24;
2783;Tornaszentandrás;Edelényi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;22;
2784;Homokmégy;Kalocsai;Bács-Kiskun;Dél-Alföld;Alföld és Észak;37;
2788;Hásságy;Bólyi;Baranya;Dél-Dunántúl;Dunántúl;31;
2789;Bükkaranyos;Miskolci;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;20;
2793;Himesháza;Mohácsi;Baranya;Dél-Dunántúl;Dunántúl;26;
2795;Tilaj;Zalaegerszegi;Zala;Nyugat-Dunántúl;Dunántúl;30;
2796;Sorkikápolna;Szombathelyi;Vas;Nyugat-Dunántúl;Dunántúl;35;
2118;Koppányszántó;Tamási;Tolna;Dél-Dunántúl;Dunántúl;34;
2122;Beszterec;Kemecsei;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;22;
2128;Somogyviszló;Szigetvári;Baranya;Dél-Dunántúl;Dunántúl;23;
2130;Sárvár;Sárvári;Vas;Nyugat-Dunántúl;Dunántúl;36;
