ELEM_KOD;TELEP_NEV;JARAS_NEV;MEGYE_NEV;REGIO_NEV;NAGYREGIO_NEV;VALUE;
2339;Újiráz;Berettyóújfalui;Hajdú-Bihar;Észak-Alföld;Alföld és Észak;609;
2000;Csákvár;Bicskei;Fejér;Közép-Dunántúl;Dunántúl;364;
0222;Martonfa;Pécsváradi;Baranya;Dél-Dunántúl;Dunántúl;404;
0257;Kenéz;Sárvári;Vas;Nyugat-Dunántúl;Dunántúl;410;
0263;Öttevény;Győri;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;359;
0270;Pálmonostora;Kiskunfélegyházi;Bács-Kiskun;Dél-Alföld;Alföld és Észak;599;
0342;Bogyiszló;Tolnai;Tolna;Dél-Dunántúl;Dunántúl;453;
0368;Magyarhomorog;Berettyóújfalui;Hajdú-Bihar;Észak-Alföld;Alföld és Észak;559;
0389;Cserkút;Pécsi;Baranya;Dél-Dunántúl;Dunántúl;359;
0421;Nyomár;Edelényi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;489;
1209;Nyírtura;Nyíregyházi;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;374;
1401;Őrtilos;Csurgói;Somogy;Dél-Dunántúl;Dunántúl;883;
1594;Sajómercse;Putnoki;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;709;
2272;Alsóújlak;Vasvári;Vas;Nyugat-Dunántúl;Dunántúl;486;
2474;Baranyajenő;Hegyháti;Baranya;Dél-Dunántúl;Dunántúl;373;
2475;Egerszalók;Egri;Heves;Észak-Magyarország;Alföld és Észak;392;
2656;Somlóvásárhely;Devecseri;Veszprém;Közép-Dunántúl;Dunántúl;450;
2657;Szigetvár;Szigetvári;Baranya;Dél-Dunántúl;Dunántúl;439;
2852;Varga;Hegyháti;Baranya;Dél-Dunántúl;Dunántúl;568;
2525;Bihardancsháza;Püspökladányi;Hajdú-Bihar;Észak-Alföld;Alföld és Észak;591;
2590;Tömörkény;Csongrádi;Csongrád-Csanád;Dél-Alföld;Alföld és Észak;577;
3338;Acsalag;Csornai;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;458;
3339;Kapoly;Tabi;Somogy;Dél-Dunántúl;Dunántúl;532;
2076;Medgyesbodzás;Mezőkovácsházai;Békés;Dél-Alföld;Alföld és Észak;594;
1457;Tápiószentmárton;Nagykátai;Pest;Pest;Közép-Magyarország;434;
1645;Nagyvejke;Bonyhádi;Tolna;Dél-Dunántúl;Dunántúl;613;
2020;Seregélyes;Székesfehérvári;Fejér;Közép-Dunántúl;Dunántúl;387;
2213;Dombiratos;Mezőkovácsházai;Békés;Dél-Alföld;Alföld és Észak;876;
2867;Gyepükaján;Sümegi;Veszprém;Közép-Dunántúl;Dunántúl;465;
2499;Tázlár;Kiskőrösi;Bács-Kiskun;Dél-Alföld;Alföld és Észak;483;
2009;Törökkoppány;Tabi;Somogy;Dél-Dunántúl;Dunántúl;471;
2023;Jákfalva;Putnoki;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;321;
1345;Őrimagyarósd;Körmendi;Vas;Nyugat-Dunántúl;Dunántúl;543;
1911;Lovasberény;Székesfehérvári;Fejér;Közép-Dunántúl;Dunántúl;435;
2282;Balatonszemes;Siófoki;Somogy;Dél-Dunántúl;Dunántúl;589;
2671;Abaújkér;Gönci;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;524;
2675;Rinyaszentkirály;Nagyatádi;Somogy;Dél-Dunántúl;Dunántúl;406;
2840;Gyöngyfa;Szentlőrinci;Baranya;Dél-Dunántúl;Dunántúl;416;
2841;Visegrád;Szentendrei;Pest;Pest;Közép-Magyarország;417;
1194;Gyöngyösfalu;Kőszegi;Vas;Nyugat-Dunántúl;Dunántúl;353;
0635;Pusztamérges;Mórahalmi;Csongrád-Csanád;Dél-Alföld;Alföld és Észak;642;
2227;Bakóca;Hegyháti;Baranya;Dél-Dunántúl;Dunántúl;545;
2244;Edve;Kapuvári;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;683;
2334;Tarnaméra;Hevesi;Heves;Észak-Magyarország;Alföld és Észak;452;
1780;Újszilvás;Ceglédi;Pest;Pest;Közép-Magyarország;467;
2942;Nőtincs;Rétsági;Nógrád;Észak-Magyarország;Alföld és Észak;448;
3273;Attala;Dombóvári;Tolna;Dél-Dunántúl;Dunántúl;493;
0283;Nemeskocs;Celldömölki;Vas;Nyugat-Dunántúl;Dunántúl;432;
2526;Alattyán;Jászapáti;Jász-Nagykun-Szolnok;Észak-Alföld;Alföld és Észak;449;
3083;Hosszúhetény;Pécsi;Baranya;Dél-Dunántúl;Dunántúl;349;
3187;Mesterháza;Sárvári;Vas;Nyugat-Dunántúl;Dunántúl;563;
0621;Hollád;Marcali;Somogy;Dél-Dunántúl;Dunántúl;783;
1385;Csertő;Szigetvári;Baranya;Dél-Dunántúl;Dunántúl;446;
0653;Pusztamagyaród;Letenyei;Zala;Nyugat-Dunántúl;Dunántúl;511;
2620;Várkesző;Pápai;Veszprém;Közép-Dunántúl;Dunántúl;748;
2627;Bőszénfa;Kaposvári;Somogy;Dél-Dunántúl;Dunántúl;393;
2629;Kisbárkány;Salgótarjáni;Nógrád;Észak-Magyarország;Alföld és Észak;856;
2797;Nagyalásony;Devecseri;Veszprém;Közép-Dunántúl;Dunántúl;475;
2985;Kisoroszi;Szentendrei;Pest;Pest;Közép-Magyarország;455;
0326;Badacsonytördemic;Tapolcai;Veszprém;Közép-Dunántúl;Dunántúl;511;
0334;Ivándárda;Mohácsi;Baranya;Dél-Dunántúl;Dunántúl;520;
0519;Szorosad;Tabi;Somogy;Dél-Dunántúl;Dunántúl;609;
1355;Nyírtelek;Nyíregyházi;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;391;
1360;Túristvándi;Fehérgyarmati;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;328;
0601;Magyarkeszi;Tamási;Tolna;Dél-Dunántúl;Dunántúl;585;
1176;Veszprém;Veszprémi;Veszprém;Közép-Dunántúl;Dunántúl;471;
3430;Óbarok;Bicskei;Fejér;Közép-Dunántúl;Dunántúl;391;
0790;Nyírcsaholy;Mátészalkai;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;385;
0286;Oszlár;Tiszaújvárosi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;643;
1717;Dabronc;Sümegi;Veszprém;Közép-Dunántúl;Dunántúl;547;
1722;Petneháza;Baktalórántházai;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;419;
1788;Vásárosfalu;Kapuvári;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;429;
0229;Tiszabábolna;Mezőkövesdi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;811;
0231;Etyek;Bicskei;Fejér;Közép-Dunántúl;Dunántúl;379;
1381;Tiszaföldvár;Kunszentmártoni;Jász-Nagykun-Szolnok;Észak-Alföld;Alföld és Észak;454;
1949;Nógrádsipek;Szécsényi;Nógrád;Észak-Magyarország;Alföld és Észak;458;
3113;Körösszakál;Berettyóújfalui;Hajdú-Bihar;Észak-Alföld;Alföld és Észak;482;
0637;Pomáz;Szentendrei;Pest;Pest;Közép-Magyarország;377;
1217;Kardoskút;Orosházi;Békés;Dél-Alföld;Alföld és Észak;532;
1219;Romhány;Rétsági;Nógrád;Észak-Magyarország;Alföld és Észak;423;
1885;Lókút;Zirci;Veszprém;Közép-Dunántúl;Dunántúl;481;
2266;Gyöngyösmellék;Szigetvári;Baranya;Dél-Dunántúl;Dunántúl;381;
3014;Szenyér;Marcali;Somogy;Dél-Dunántúl;Dunántúl;440;
3015;Bácsszőlős;Bácsalmási;Bács-Kiskun;Dél-Alföld;Alföld és Észak;628;
3122;Végegyháza;Mezőkovácsházai;Békés;Dél-Alföld;Alföld és Észak;646;
0355;Balatonvilágos;Siófoki;Somogy;Dél-Dunántúl;Dunántúl;485;
0624;Pinkamindszent;Körmendi;Vas;Nyugat-Dunántúl;Dunántúl;629;
0633;Kozármisleny;Pécsi;Baranya;Dél-Dunántúl;Dunántúl;347;
1405;Fülöpszállás;Kiskőrösi;Bács-Kiskun;Dél-Alföld;Alföld és Észak;566;
1462;Zákány;Csurgói;Somogy;Dél-Dunántúl;Dunántúl;578;
1468;Pinnye;Soproni;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;441;
2044;Tiszainoka;Kunszentmártoni;Jász-Nagykun-Szolnok;Észak-Alföld;Alföld és Észak;539;
2217;Nagykutas;Zalaegerszegi;Zala;Nyugat-Dunántúl;Dunántúl;443;
1802;Nemesrádó;Zalaegerszegi;Zala;Nyugat-Dunántúl;Dunántúl;557;
1818;Baktakék;Encsi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;375;
3312;Berhida;Várpalotai;Veszprém;Közép-Dunántúl;Dunántúl;362;
3314;Nyírpazony;Nyíregyházi;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;381;
3315;Bóly;Bólyi;Baranya;Dél-Dunántúl;Dunántúl;401;
0228;Hejőkürt;Tiszaújvárosi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;533;
3110;Balinka;Móri;Fejér;Közép-Dunántúl;Dunántúl;437;
1121;Szűr;Mohácsi;Baranya;Dél-Dunántúl;Dunántúl;511;
1321;Tunyogmatolcs;Fehérgyarmati;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;411;
1507;Szabadszentkirály;Szentlőrinci;Baranya;Dél-Dunántúl;Dunántúl;401;
1512;Osli;Kapuvári;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;446;
2838;Kazár;Salgótarjáni;Nógrád;Észak-Magyarország;Alföld és Észak;447;
2851;Porrogszentpál;Csurgói;Somogy;Dél-Dunántúl;Dunántúl;597;
2853;Vajszló;Sellyei;Baranya;Dél-Dunántúl;Dunántúl;413;
1185;Pápakovácsi;Pápai;Veszprém;Közép-Dunántúl;Dunántúl;363;
1379;Polány;Kaposvári;Somogy;Dél-Dunántúl;Dunántúl;739;
3281;Csögle;Devecseri;Veszprém;Közép-Dunántúl;Dunántúl;572;
2833;Kapuvár;Kapuvári;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;453;
2875;Zsarolyán;Fehérgyarmati;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;420;
2988;Bihartorda;Püspökladányi;Hajdú-Bihar;Észak-Alföld;Alföld és Észak;437;
3381;Szegi;Tokaji;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;573;
3401;Folyás;Hajdúnánási;Hajdú-Bihar;Észak-Alföld;Alföld és Észak;570;
3424;Algyő;Szegedi;Csongrád-Csanád;Dél-Alföld;Alföld és Észak;402;
2674;Parasznya;Miskolci;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;403;
0399;Héhalom;Pásztói;Nógrád;Észak-Magyarország;Alföld és Észak;414;
0593;Karácsond;Gyöngyösi;Heves;Észak-Magyarország;Alföld és Észak;450;
0786;Dunapataj;Kalocsai;Bács-Kiskun;Dél-Alföld;Alföld és Észak;529;
1169;Hidasnémeti;Gönci;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;415;
1370;Nagyszokoly;Tamási;Tolna;Dél-Dunántúl;Dunántúl;479;
1555;Sand;Nagykanizsai;Zala;Nyugat-Dunántúl;Dunántúl;578;
1581;Jászboldogháza;Jászberényi;Jász-Nagykun-Szolnok;Észak-Alföld;Alföld és Észak;480;
1637;Csávoly;Bajai;Bács-Kiskun;Dél-Alföld;Alföld és Észak;505;
2257;Csonkamindszent;Szentlőrinci;Baranya;Dél-Dunántúl;Dunántúl;394;
2635;Berzék;Miskolci;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;308;
2997;Anarcs;Kisvárdai;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;341;
3262;Ostffyasszonyfa;Celldömölki;Vas;Nyugat-Dunántúl;Dunántúl;494;
3266;Nemesnép;Lenti;Zala;Nyugat-Dunántúl;Dunántúl;817;
0721;Acsád;Szombathelyi;Vas;Nyugat-Dunántúl;Dunántúl;279;
0724;Apc;Hatvani;Heves;Észak-Magyarország;Alföld és Észak;443;
3442;Balatonakarattya;Balatonalmádi;Veszprém;Közép-Dunántúl;Dunántúl;487;
0598;Egyházasgerge;Salgótarjáni;Nógrád;Észak-Magyarország;Alföld és Észak;523;
1177;Sárszentmihály;Székesfehérvári;Fejér;Közép-Dunántúl;Dunántúl;384;
1365;Balassagyarmat;Balassagyarmati;Nógrád;Észak-Magyarország;Alföld és Észak;473;
1372;Gacsály;Fehérgyarmati;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;302;
3402;Tokodaltáró;Esztergomi;Komárom-Esztergom;Közép-Dunántúl;Dunántúl;367;
0547;Bő;Sárvári;Vas;Nyugat-Dunántúl;Dunántúl;410;
3417;Csataszög;Szolnoki;Jász-Nagykun-Szolnok;Észak-Alföld;Alföld és Észak;470;
1206;Hermánszeg;Fehérgyarmati;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;551;
2355;Nagyacsád;Pápai;Veszprém;Közép-Dunántúl;Dunántúl;421;
3343;Szerep;Püspökladányi;Hajdú-Bihar;Észak-Alföld;Alföld és Észak;350;
0528;Örkény;Dabasi;Pest;Pest;Közép-Magyarország;359;
0529;Pilisszántó;Pilisvörösvári;Pest;Pest;Közép-Magyarország;482;
0538;Sümegprága;Sümegi;Veszprém;Közép-Dunántúl;Dunántúl;450;
1117;Kéthely;Marcali;Somogy;Dél-Dunántúl;Dunántúl;396;
1683;Kőszeg;Kőszegi;Vas;Nyugat-Dunántúl;Dunántúl;422;
2614;Nagysimonyi;Celldömölki;Vas;Nyugat-Dunántúl;Dunántúl;456;
2665;Járdánháza;Ózdi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;373;
2676;Simaság;Sárvári;Vas;Nyugat-Dunántúl;Dunántúl;469;
1749;Zselicszentpál;Kaposvári;Somogy;Dél-Dunántúl;Dunántúl;402;
1943;Mezőkövesd;Mezőkövesdi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;471;
2322;Alsóregmec;Sátoraljaújhelyi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;444;
2709;Celldömölk;Celldömölki;Vas;Nyugat-Dunántúl;Dunántúl;466;
2878;Taktakenéz;Szerencsi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;357;
3176;Ököritófülpös;Mátészalkai;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;375;
0610;Kálmáncsa;Barcsi;Somogy;Dél-Dunántúl;Dunántúl;433;
0989;Borsosberény;Rétsági;Nógrád;Észak-Magyarország;Alföld és Észak;416;
1954;Szár;Bicskei;Fejér;Közép-Dunántúl;Dunántúl;349;
0456;Ábrahámhegy;Tapolcai;Veszprém;Közép-Dunántúl;Dunántúl;641;
0636;Dörgicse;Balatonfüredi;Veszprém;Közép-Dunántúl;Dunántúl;583;
0837;Jászszentlászló;Kiskunmajsai;Bács-Kiskun;Dél-Alföld;Alföld és Észak;524;
0842;Napkor;Nyíregyházi;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;367;
1028;Kondoros;Szarvasi;Békés;Dél-Alföld;Alföld és Észak;538;
1220;Zók;Szentlőrinci;Baranya;Dél-Dunántúl;Dunántúl;401;
0354;Kökény;Pécsi;Baranya;Dél-Dunántúl;Dunántúl;387;
0369;Mende;Nagykátai;Pest;Pest;Közép-Magyarország;362;
0374;Gagyvendégi;Szikszói;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;479;
0439;Makád;Ráckevei;Pest;Pest;Közép-Magyarország;439;
0451;Rózsafa;Szigetvári;Baranya;Dél-Dunántúl;Dunántúl;456;
2273;Drávapalkonya;Siklósi;Baranya;Dél-Dunántúl;Dunántúl;404;
2325;Fábiánháza;Mátészalkai;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;444;
1813;Ácsteszér;Kisbéri;Komárom-Esztergom;Közép-Dunántúl;Dunántúl;384;
2648;Barabás;Vásárosnaményi;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;384;
3136;Kóka;Nagykátai;Pest;Pest;Közép-Magyarország;408;
3029;Tiszatardos;Tokaji;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;777;
3131;Győrság;Győri;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;393;
0366;Cered;Salgótarjáni;Nógrád;Észak-Magyarország;Alföld és Észak;526;
0943;Ecsegfalva;Gyomaendrődi;Békés;Dél-Alföld;Alföld és Észak;502;
1525;Lábatlan;Esztergomi;Komárom-Esztergom;Közép-Dunántúl;Dunántúl;430;
1369;Táska;Marcali;Somogy;Dél-Dunántúl;Dunántúl;521;
1371;Horpács;Rétsági;Nógrád;Észak-Magyarország;Alföld és Észak;617;
0851;Sopron;Soproni;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;465;
1422;Szentmargitfalva;Letenyei;Zala;Nyugat-Dunántúl;Dunántúl;1000;
1432;Vaspör;Zalaegerszegi;Zala;Nyugat-Dunántúl;Dunántúl;621;
2005;Somogyegres;Tabi;Somogy;Dél-Dunántúl;Dunántúl;800;
0512;Sátoraljaújhely;Sátoraljaújhelyi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;496;
1081;Kiskunlacháza;Ráckevei;Pest;Pest;Közép-Magyarország;380;
1085;Érpatak;Nagykállói;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;408;
1096;Mogyoróska;Gönci;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;1259;
1190;Tiszamogyorós;Záhonyi;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;382;
1563;Tarrós;Hegyháti;Baranya;Dél-Dunántúl;Dunántúl;456;
1710;Füzér;Sátoraljaújhelyi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;634;
1712;Beleg;Nagyatádi;Somogy;Dél-Dunántúl;Dunántúl;441;
1900;Belvárdgyula;Bólyi;Baranya;Dél-Dunántúl;Dunántúl;480;
1905;Kisasszond;Kaposvári;Somogy;Dél-Dunántúl;Dunántúl;444;
2104;Karancslapujtő;Salgótarjáni;Nógrád;Észak-Magyarország;Alföld és Észak;442;
2484;Heresznye;Barcsi;Somogy;Dél-Dunántúl;Dunántúl;721;
2839;Tiszalúc;Szerencsi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;389;
3039;Legénd;Rétsági;Nógrád;Észak-Magyarország;Alföld és Észak;549;
1387;Ivád;Pétervásárai;Heves;Észak-Magyarország;Alföld és Észak;572;
2728;Magyarnádalja;Körmendi;Vas;Nyugat-Dunántúl;Dunántúl;365;
2351;Porva;Zirci;Veszprém;Közép-Dunántúl;Dunántúl;368;
2364;Göd;Dunakeszi;Pest;Pest;Közép-Magyarország;367;
1997;Fábiánsebestyén;Szentesi;Csongrád-Csanád;Dél-Alföld;Alföld és Észak;478;
2004;Bárna;Salgótarjáni;Nógrád;Észak-Magyarország;Alföld és Észak;474;
2007;Mátramindszent;Bátonyterenyei;Nógrád;Észak-Magyarország;Alföld és Észak;596;
2024;Heréd;Hatvani;Heves;Észak-Magyarország;Alföld és Észak;440;
2043;Magyarpolány;Ajkai;Veszprém;Közép-Dunántúl;Dunántúl;405;
2542;Magyarszombatfa;Körmendi;Vas;Nyugat-Dunántúl;Dunántúl;519;
2545;Öskü;Várpalotai;Veszprém;Közép-Dunántúl;Dunántúl;383;
2363;Mernye;Kaposvári;Somogy;Dél-Dunántúl;Dunántúl;449;
1402;Lukácsháza;Kőszegi;Vas;Nyugat-Dunántúl;Dunántúl;357;
1442;Alsógagy;Encsi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;809;
1636;Kisvásárhely;Zalaszentgróti;Zala;Nyugat-Dunántúl;Dunántúl;1258;
3308;Gordisa;Siklósi;Baranya;Dél-Dunántúl;Dunántúl;361;
2913;Tiszacsermely;Cigándi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;467;
2381;Csempeszkopács;Szombathelyi;Vas;Nyugat-Dunántúl;Dunántúl;406;
2383;Zalaháshágy;Zalaegerszegi;Zala;Nyugat-Dunántúl;Dunántúl;493;
2576;Meggyeskovácsi;Sárvári;Vas;Nyugat-Dunántúl;Dunántúl;470;
0320;Nyim;Siófoki;Somogy;Dél-Dunántúl;Dunántúl;463;
0337;Tiszapüspöki;Törökszentmiklósi;Jász-Nagykun-Szolnok;Észak-Alföld;Alföld és Észak;431;
0377;Arnót;Miskolci;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;358;
3383;Dunaalmás;Tatai;Komárom-Esztergom;Közép-Dunántúl;Dunántúl;375;
3384;Balatonrendes;Tapolcai;Veszprém;Közép-Dunántúl;Dunántúl;584;
2937;Vasszécseny;Szombathelyi;Vas;Nyugat-Dunántúl;Dunántúl;391;
1672;Hedrehely;Kaposvári;Somogy;Dél-Dunántúl;Dunántúl;572;
1863;Hács;Fonyódi;Somogy;Dél-Dunántúl;Dunántúl;565;
0965;Ilk;Vásárosnaményi;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;329;
1354;Tiszaszalka;Vásárosnaményi;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;406;
2510;Hangony;Ózdi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;388;
3054;Csabdi;Bicskei;Fejér;Közép-Dunántúl;Dunántúl;349;
3167;Felsőtelekes;Kazincbarcikai;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;451;
2585;Köveskál;Tapolcai;Veszprém;Közép-Dunántúl;Dunántúl;530;
2586;Kaposhomok;Kaposvári;Somogy;Dél-Dunántúl;Dunántúl;302;
2947;Döbrönte;Pápai;Veszprém;Közép-Dunántúl;Dunántúl;447;
3210;Inárcs;Dabasi;Pest;Pest;Közép-Magyarország;359;
1139;Pilisszentiván;Pilisvörösvári;Pest;Pest;Közép-Magyarország;390;
2100;Tordas;Martonvásári;Fejér;Közép-Dunántúl;Dunántúl;321;
2103;Alsózsolca;Miskolci;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;331;
2286;Kisbudmér;Bólyi;Baranya;Dél-Dunántúl;Dunántúl;423;
2140;Nagypirit;Devecseri;Veszprém;Közép-Dunántúl;Dunántúl;681;
2050;Kurd;Dombóvári;Tolna;Dél-Dunántúl;Dunántúl;460;
2057;Tés;Várpalotai;Veszprém;Közép-Dunántúl;Dunántúl;502;
2075;Hidegkút;Veszprémi;Veszprém;Közép-Dunántúl;Dunántúl;427;
2118;Koppányszántó;Tamási;Tolna;Dél-Dunántúl;Dunántúl;789;
2513;Esztergom;Esztergomi;Komárom-Esztergom;Közép-Dunántúl;Dunántúl;448;
3331;Felsőtold;Pásztói;Nógrád;Észak-Magyarország;Alföld és Észak;754;
3332;Soponya;Székesfehérvári;Fejér;Közép-Dunántúl;Dunántúl;394;
2168;Nagyiván;Tiszafüredi;Jász-Nagykun-Szolnok;Észak-Alföld;Alföld és Észak;477;
2661;Újfehértó;Nyíregyházi;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;398;
2695;Balkány;Nagykállói;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;404;
2703;Gyanógeregye;Szombathelyi;Vas;Nyugat-Dunántúl;Dunántúl;448;
1216;Patca;Kaposvári;Somogy;Dél-Dunántúl;Dunántúl;569;
2144;Nagyberki;Kaposvári;Somogy;Dél-Dunántúl;Dunántúl;366;
2146;Tóalmás;Nagykátai;Pest;Pest;Közép-Magyarország;380;
2342;Hantos;Sárbogárdi;Fejér;Közép-Dunántúl;Dunántúl;397;
3078;Bodrogkeresztúr;Tokaji;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;552;
3017;Kislőd;Ajkai;Veszprém;Közép-Dunántúl;Dunántúl;377;
3022;Tardos;Tatai;Komárom-Esztergom;Közép-Dunántúl;Dunántúl;420;
3038;Tiszakürt;Kunszentmártoni;Jász-Nagykun-Szolnok;Észak-Alföld;Alföld és Észak;567;
1597;Jenő;Székesfehérvári;Fejér;Közép-Dunántúl;Dunántúl;411;
1598;Somogydöröcske;Tabi;Somogy;Dél-Dunántúl;Dunántúl;874;
1792;Jakabszállás;Kecskeméti;Bács-Kiskun;Dél-Alföld;Alföld és Észak;502;
1994;Szalkszentmárton;Kunszentmiklósi;Bács-Kiskun;Dél-Alföld;Alföld és Észak;448;
2176;Megyaszó;Szerencsi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;334;
2183;Hegyhátszentmárton;Körmendi;Vas;Nyugat-Dunántúl;Dunántúl;761;
2832;Hottó;Zalaegerszegi;Zala;Nyugat-Dunántúl;Dunántúl;414;
2834;Vaskút;Bajai;Bács-Kiskun;Dél-Alföld;Alföld és Észak;418;
2109;Pécsudvard;Pécsi;Baranya;Dél-Dunántúl;Dunántúl;356;
2267;Bonnya;Tabi;Somogy;Dél-Dunántúl;Dunántúl;668;
3344;Bedő;Berettyóújfalui;Hajdú-Bihar;Észak-Alföld;Alföld és Észak;431;
2306;Orosháza;Orosházi;Békés;Dél-Alföld;Alföld és Észak;531;
3356;Apaj;Ráckevei;Pest;Pest;Közép-Magyarország;388;
3360;Újtelek;Kalocsai;Bács-Kiskun;Dél-Alföld;Alföld és Észak;713;
2704;Becskeháza;Edelényi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;767;
2724;Kisbágyon;Pásztói;Nógrád;Észak-Magyarország;Alföld és Észak;486;
2301;Ukk;Sümegi;Veszprém;Közép-Dunántúl;Dunántúl;614;
1649;Egyházasharaszti;Siklósi;Baranya;Dél-Dunántúl;Dunántúl;425;
1651;Nagyrada;Nagykanizsai;Zala;Nyugat-Dunántúl;Dunántúl;449;
1848;Mór;Móri;Fejér;Közép-Dunántúl;Dunántúl;418;
2037;Almáskeresztúr;Szigetvári;Baranya;Dél-Dunántúl;Dunántúl;600;
2223;Botpalád;Fehérgyarmati;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;279;
2417;Tereske;Rétsági;Nógrád;Észak-Magyarország;Alföld és Észak;480;
2609;Lónya;Vásárosnaményi;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;363;
2782;Káva;Monori;Pest;Pest;Közép-Magyarország;438;
0655;Bölcske;Paksi;Tolna;Dél-Dunántúl;Dunántúl;477;
0658;Gálosfa;Kaposvári;Somogy;Dél-Dunántúl;Dunántúl;585;
1234;Csengőd;Kiskőrösi;Bács-Kiskun;Dél-Alföld;Alföld és Észak;567;
1235;Kistamási;Szigetvári;Baranya;Dél-Dunántúl;Dunántúl;386;
2192;Kápolnásnyék;Gárdonyi;Fejér;Közép-Dunántúl;Dunántúl;405;
1373;Zalavár;Keszthelyi;Zala;Nyugat-Dunántúl;Dunántúl;512;
1570;Vilonya;Várpalotai;Veszprém;Közép-Dunántúl;Dunántúl;370;
1759;Valkó;Gödöllői;Pest;Pest;Közép-Magyarország;331;
3197;Paszab;Ibrányi;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;341;
2089;Boda;Szentlőrinci;Baranya;Dél-Dunántúl;Dunántúl;465;
